date,hour,cnt
2015-09-07,14,762
2015-09-07,15,798
2015-09-07,16,862
2015-09-07,17,741
2015-09-07,18,714
2015-09-07,19,587
2015-09-07,20,384
2015-09-07,21,303
2015-09-07,22,214
2015-09-07,23,118
2015-09-08,0,38
2015-09-08,1,13
2015-09-08,2,6
2015-09-08,3,1
2015-09-08,4,12
2015-09-08,5,89
2015-09-08,6,336
2015-09-08,7,919
2015-09-08,8,1123
2015-09-08,9,489
2015-09-08,10,292
2015-09-08,11,324
2015-09-08,12,432
2015-09-08,13,419
2015-09-08,14,388
2015-09-08,15,433
2015-09-08,16,736
2015-09-08,17,1418
2015-09-08,18,1286
2015-09-08,19,838
2015-09-08,20,542
2015-09-08,21,368
2015-09-08,22,313
2015-09-08,23,150
2015-09-09,0,48
2015-09-09,1,20
2015-09-09,2,8
2015-09-09,3,5
2015-09-09,4,14
2015-09-09,5,116
2015-09-09,6,390
2015-09-09,7,970
2015-09-09,8,1192
2015-09-09,9,603
2015-09-09,10,286
2015-09-09,11,286
2015-09-09,12,384
2015-09-09,13,393
2015-09-09,14,374
2015-09-09,15,413
2015-09-09,16,717
2015-09-09,17,1386
2015-09-09,18,1285
2015-09-09,19,819
2015-09-09,20,491
2015-09-09,21,399
2015-09-09,22,327
2015-09-09,23,139
2015-09-10,0,51
2015-09-10,1,15
2015-09-10,2,5
2015-09-10,3,2
2015-09-10,4,2
2015-09-10,5,66
2015-09-10,6,313
2015-09-10,7,890
2015-09-10,8,1154
2015-09-10,9,508
2015-09-10,10,291
2015-09-10,11,314
2015-09-10,12,378
2015-09-10,13,382
2015-09-10,14,286
2015-09-10,15,366
2015-09-10,16,663
2015-09-10,17,1291
2015-09-10,18,1228
2015-09-10,19,775
2015-09-10,20,543
2015-09-10,21,393
2015-09-10,22,249
2015-09-10,23,191
2015-09-11,0,66
2015-09-11,1,36
2015-09-11,2,14
2015-09-11,3,4
2015-09-11,4,11
2015-09-11,5,83
2015-09-11,6,300
2015-09-11,7,870
2015-09-11,8,1194
2015-09-11,9,569
2015-09-11,10,402
2015-09-11,11,479
2015-09-11,12,606
2015-09-11,13,557
2015-09-11,14,500
2015-09-11,15,621
2015-09-11,16,878
2015-09-11,17,1439
2015-09-11,18,1221
2015-09-11,19,884
2015-09-11,20,531
2015-09-11,21,354
2015-09-11,22,316
2015-09-11,23,232
2015-09-12,0,154
2015-09-12,1,117
2015-09-12,2,75
2015-09-12,3,37
2015-09-12,4,8
2015-09-12,5,12
2015-09-12,6,58
2015-09-12,7,126
2015-09-12,8,154
2015-09-12,9,209
2015-09-12,10,264
2015-09-12,11,407
2015-09-12,12,427
2015-09-12,13,234
2015-09-12,14,422
2015-09-12,15,499
2015-09-12,16,498
2015-09-12,17,649
2015-09-12,18,586
2015-09-12,19,517
2015-09-12,20,409
2015-09-12,21,313
2015-09-12,22,286
2015-09-12,23,204
2015-09-13,0,169
2015-09-13,1,120
2015-09-13,2,104
2015-09-13,3,48
2015-09-13,4,20
2015-09-13,5,46
2015-09-13,6,51
2015-09-13,7,108
2015-09-13,8,223
2015-09-13,9,442
2015-09-13,10,645
2015-09-13,11,790
2015-09-13,12,933
2015-09-13,13,877
2015-09-13,14,861
2015-09-13,15,858
2015-09-13,16,978
2015-09-13,17,833
2015-09-13,18,823
2015-09-13,19,572
2015-09-13,20,411
2015-09-13,21,235
2015-09-13,22,171
2015-09-13,23,79
2015-09-14,0,46
2015-09-14,1,17
2015-09-14,2,8
2015-09-14,3,5
2015-09-14,4,12
2015-09-14,5,84
2015-09-14,6,315
2015-09-14,7,867
2015-09-14,8,1074
2015-09-14,9,508
2015-09-14,10,285
2015-09-14,11,366
2015-09-14,12,436
2015-09-14,13,461
2015-09-14,14,475
2015-09-14,15,498
2015-09-14,16,788
2015-09-14,17,1513
2015-09-14,18,1411
2015-09-14,19,859
2015-09-14,20,455
2015-09-14,21,356
2015-09-14,22,208
2015-09-14,23,109
2015-09-15,0,38
2015-09-15,1,15
2015-09-15,2,5
2015-09-15,3,5
2015-09-15,4,15
2015-09-15,5,84
2015-09-15,6,371
2015-09-15,7,991
2015-09-15,8,1278
2015-09-15,9,513
2015-09-15,10,285
2015-09-15,11,376
2015-09-15,12,471
2015-09-15,13,457
2015-09-15,14,394
2015-09-15,15,461
2015-09-15,16,829
2015-09-15,17,1499
2015-09-15,18,1469
2015-09-15,19,932
2015-09-15,20,603
2015-09-15,21,439
2015-09-15,22,265
2015-09-15,23,148
2015-09-16,0,65
2015-09-16,1,22
2015-09-16,2,4
2015-09-16,3,6
2015-09-16,4,13
2015-09-16,5,115
2015-09-16,6,402
2015-09-16,7,980
2015-09-16,8,1265
2015-09-16,9,527
2015-09-16,10,321
2015-09-16,11,407
2015-09-16,12,469
2015-09-16,13,444
2015-09-16,14,408
2015-09-16,15,501
2015-09-16,16,814
2015-09-16,17,1501
2015-09-16,18,1388
2015-09-16,19,953
2015-09-16,20,543
2015-09-16,21,374
2015-09-16,22,239
2015-09-16,23,177
2015-09-17,0,64
2015-09-17,1,32
2015-09-17,2,15
2015-09-17,3,4
2015-09-17,4,9
2015-09-17,5,91
2015-09-17,6,335
2015-09-17,7,911
2015-09-17,8,1275
2015-09-17,9,549
2015-09-17,10,336
2015-09-17,11,372
2015-09-17,12,471
2015-09-17,13,486
2015-09-17,14,422
2015-09-17,15,527
2015-09-17,16,807
2015-09-17,17,1480
2015-09-17,18,1377
2015-09-17,19,876
2015-09-17,20,585
2015-09-17,21,416
2015-09-17,22,332
2015-09-17,23,177
2015-09-18,0,63
2015-09-18,1,40
2015-09-18,2,20
2015-09-18,3,7
2015-09-18,4,8
2015-09-18,5,90
2015-09-18,6,295
2015-09-18,7,778
2015-09-18,8,1263
2015-09-18,9,548
2015-09-18,10,411
2015-09-18,11,441
2015-09-18,12,567
2015-09-18,13,544
2015-09-18,14,556
2015-09-18,15,611
2015-09-18,16,907
2015-09-18,17,1420
2015-09-18,18,1153
2015-09-18,19,769
2015-09-18,20,496
2015-09-18,21,376
2015-09-18,22,376
2015-09-18,23,217
2015-09-19,0,209
2015-09-19,1,130
2015-09-19,2,88
2015-09-19,3,24
2015-09-19,4,18
2015-09-19,5,22
2015-09-19,6,38
2015-09-19,7,148
2015-09-19,8,313
2015-09-19,9,548
2015-09-19,10,732
2015-09-19,11,828
2015-09-19,12,911
2015-09-19,13,875
2015-09-19,14,855
2015-09-19,15,927
2015-09-19,16,835
2015-09-19,17,869
2015-09-19,18,894
2015-09-19,19,775
2015-09-19,20,464
2015-09-19,21,445
2015-09-19,22,340
2015-09-19,23,292
2015-09-20,0,204
2015-09-20,1,127
2015-09-20,2,100
2015-09-20,3,58
2015-09-20,4,22
2015-09-20,5,25
2015-09-20,6,107
2015-09-20,7,148
2015-09-20,8,319
2015-09-20,9,495
2015-09-20,10,698
2015-09-20,11,821
2015-09-20,12,1016
2015-09-20,13,885
2015-09-20,14,877
2015-09-20,15,899
2015-09-20,16,997
2015-09-20,17,791
2015-09-20,18,759
2015-09-20,19,646
2015-09-20,20,441
2015-09-20,21,265
2015-09-20,22,196
2015-09-20,23,102
2015-09-21,0,57
2015-09-21,1,11
2015-09-21,2,13
2015-09-21,3,2
2015-09-21,4,10
2015-09-21,5,93
2015-09-21,6,322
2015-09-21,7,934
2015-09-21,8,1122
2015-09-21,9,560
2015-09-21,10,301
2015-09-21,11,358
2015-09-21,12,470
2015-09-21,13,421
2015-09-21,14,377
2015-09-21,15,498
2015-09-21,16,594
2015-09-21,17,506
2015-09-21,18,371
2015-09-21,19,269
2015-09-21,20,173
2015-09-21,21,202
2015-09-21,22,99
2015-09-21,23,53
2015-09-22,0,34
2015-09-22,1,19
2015-09-22,2,11
2015-09-22,3,3
2015-09-22,4,7
2015-09-22,5,85
2015-09-22,6,324
2015-09-22,7,934
2015-09-22,8,1140
2015-09-22,9,459
2015-09-22,10,320
2015-09-22,11,347
2015-09-22,12,478
2015-09-22,13,461
2015-09-22,14,427
2015-09-22,15,536
2015-09-22,16,878
2015-09-22,17,1539
2015-09-22,18,1449
2015-09-22,19,1011
2015-09-22,20,564
2015-09-22,21,484
2015-09-22,22,301
2015-09-22,23,141
2015-09-23,0,81
2015-09-23,1,18
2015-09-23,2,12
2015-09-23,3,26
2015-09-23,4,38
2015-09-23,5,162
2015-09-23,6,370
2015-09-23,7,825
2015-09-23,8,974
2015-09-23,9,594
2015-09-23,10,467
2015-09-23,11,539
2015-09-23,12,716
2015-09-23,13,642
2015-09-23,14,582
2015-09-23,15,640
2015-09-23,16,902
2015-09-23,17,1364
2015-09-23,18,1328
2015-09-23,19,936
2015-09-23,20,588
2015-09-23,21,448
2015-09-23,22,353
2015-09-23,23,168
2015-09-24,0,57
2015-09-24,1,25
2015-09-24,2,6
2015-09-24,3,17
2015-09-24,4,33
2015-09-24,5,116
2015-09-24,6,345
2015-09-24,7,843
2015-09-24,8,1021
2015-09-24,9,540
2015-09-24,10,441
2015-09-24,11,560
2015-09-24,12,673
2015-09-24,13,627
2015-09-24,14,554
2015-09-24,15,635
2015-09-24,16,806
2015-09-24,17,1356
2015-09-24,18,1377
2015-09-24,19,963
2015-09-24,20,566
2015-09-24,21,439
2015-09-24,22,309
2015-09-24,23,205
2015-09-25,0,90
2015-09-25,1,37
2015-09-25,2,22
2015-09-25,3,7
2015-09-25,4,9
2015-09-25,5,83
2015-09-25,6,312
2015-09-25,7,824
2015-09-25,8,1254
2015-09-25,9,598
2015-09-25,10,378
2015-09-25,11,466
2015-09-25,12,582
2015-09-25,13,540
2015-09-25,14,573
2015-09-25,15,618
2015-09-25,16,720
2015-09-25,17,1331
2015-09-25,18,1034
2015-09-25,19,654
2015-09-25,20,451
2015-09-25,21,373
2015-09-25,22,243
2015-09-25,23,204
2015-09-26,0,159
2015-09-26,1,116
2015-09-26,2,66
2015-09-26,3,22
2015-09-26,4,14
2015-09-26,5,10
2015-09-26,6,52
2015-09-26,7,138
2015-09-26,8,331
2015-09-26,9,551
2015-09-26,10,694
2015-09-26,11,925
2015-09-26,12,906
2015-09-26,13,1007
2015-09-26,14,1051
2015-09-26,15,985
2015-09-26,16,833
2015-09-26,17,903
2015-09-26,18,637
2015-09-26,19,486
2015-09-26,20,312
2015-09-26,21,264
2015-09-26,22,323
2015-09-26,23,253
2015-09-27,0,189
2015-09-27,1,131
2015-09-27,2,86
2015-09-27,3,50
2015-09-27,4,10
2015-09-27,5,18
2015-09-27,6,25
2015-09-27,7,71
2015-09-27,8,208
2015-09-27,9,423
2015-09-27,10,632
2015-09-27,11,809
2015-09-27,12,975
2015-09-27,13,964
2015-09-27,14,804
2015-09-27,15,853
2015-09-27,16,773
2015-09-27,17,684
2015-09-27,18,682
2015-09-27,19,503
2015-09-27,20,362
2015-09-27,21,307
2015-09-27,22,300
2015-09-27,23,120
2015-09-28,0,39
2015-09-28,1,13
2015-09-28,2,8
2015-09-28,3,6
2015-09-28,4,7
2015-09-28,5,86
2015-09-28,6,293
2015-09-28,7,834
2015-09-28,8,1223
2015-09-28,9,541
2015-09-28,10,301
2015-09-28,11,382
2015-09-28,12,463
2015-09-28,13,475
2015-09-28,14,461
2015-09-28,15,498
2015-09-28,16,799
2015-09-28,17,1506
2015-09-28,18,1312
2015-09-28,19,832
2015-09-28,20,462
2015-09-28,21,402
2015-09-28,22,246
2015-09-28,23,116
2015-09-29,0,42
2015-09-29,1,16
2015-09-29,2,8
2015-09-29,3,8
2015-09-29,4,8
2015-09-29,5,102
2015-09-29,6,345
2015-09-29,7,1003
2015-09-29,8,1277
2015-09-29,9,557
2015-09-29,10,297
2015-09-29,11,367
2015-09-29,12,447
2015-09-29,13,400
2015-09-29,14,385
2015-09-29,15,375
2015-09-29,16,548
2015-09-29,17,438
2015-09-29,18,238
2015-09-29,19,139
2015-09-29,20,68
2015-09-29,21,48
2015-09-29,22,52
2015-09-29,23,72
2015-09-30,0,28
2015-09-30,1,17
2015-09-30,2,7
2015-09-30,3,5
2015-09-30,4,9
2015-09-30,5,93
2015-09-30,6,307
2015-09-30,7,710
2015-09-30,8,1129
2015-09-30,9,482
2015-09-30,10,227
2015-09-30,11,236
2015-09-30,12,370
2015-09-30,13,327
2015-09-30,14,309
2015-09-30,15,470
2015-09-30,16,671
2015-09-30,17,1301
2015-09-30,18,1280
2015-09-30,19,815
2015-09-30,20,570
2015-09-30,21,423
2015-09-30,22,252
2015-09-30,23,146
2015-10-01,0,56
2015-10-01,1,18
2015-10-01,2,5
2015-10-01,3,1
2015-10-01,4,9
2015-10-01,5,71
2015-10-01,6,243
2015-10-01,7,359
2015-10-01,8,476
2015-10-01,9,228
2015-10-01,10,57
2015-10-01,11,66
2015-10-01,12,72
2015-10-01,13,59
2015-10-01,14,74
2015-10-01,15,120
2015-10-01,16,215
2015-10-01,17,620
2015-10-01,18,716
2015-10-01,19,456
2015-10-01,20,352
2015-10-01,21,258
2015-10-01,22,178
2015-10-01,23,90
2015-10-02,0,45
2015-10-02,1,30
2015-10-02,2,4
2015-10-02,3,7
2015-10-02,4,2
2015-10-02,5,24
2015-10-02,6,67
2015-10-02,7,121
2015-10-02,8,244
2015-10-02,9,163
2015-10-02,10,81
2015-10-02,11,73
2015-10-02,12,55
2015-10-02,13,68
2015-10-02,14,46
2015-10-02,15,85
2015-10-02,16,118
2015-10-02,17,244
2015-10-02,18,197
2015-10-02,19,155
2015-10-02,20,65
2015-10-02,21,72
2015-10-02,22,60
2015-10-02,23,53
2015-10-03,0,30
2015-10-03,1,33
2015-10-03,2,18
2015-10-03,3,5
2015-10-03,4,6
2015-10-03,5,6
2015-10-03,6,15
2015-10-03,7,39
2015-10-03,8,87
2015-10-03,9,198
2015-10-03,10,277
2015-10-03,11,312
2015-10-03,12,342
2015-10-03,13,375
2015-10-03,14,395
2015-10-03,15,442
2015-10-03,16,378
2015-10-03,17,303
2015-10-03,18,198
2015-10-03,19,179
2015-10-03,20,110
2015-10-03,21,110
2015-10-03,22,110
2015-10-03,23,82
2015-10-04,0,112
2015-10-04,1,72
2015-10-04,2,51
2015-10-04,3,31
2015-10-04,4,10
2015-10-04,5,9
2015-10-04,6,15
2015-10-04,7,75
2015-10-04,8,151
2015-10-04,9,217
2015-10-04,10,372
2015-10-04,11,481
2015-10-04,12,566
2015-10-04,13,593
2015-10-04,14,615
2015-10-04,15,598
2015-10-04,16,620
2015-10-04,17,503
2015-10-04,18,517
2015-10-04,19,382
2015-10-04,20,255
2015-10-04,21,166
2015-10-04,22,133
2015-10-04,23,80
2015-10-05,0,20
2015-10-05,1,14
2015-10-05,2,12
2015-10-05,3,2
2015-10-05,4,11
2015-10-05,5,85
2015-10-05,6,248
2015-10-05,7,795
2015-10-05,8,1180
2015-10-05,9,485
2015-10-05,10,294
2015-10-05,11,367
2015-10-05,12,425
2015-10-05,13,462
2015-10-05,14,391
2015-10-05,15,451
2015-10-05,16,775
2015-10-05,17,1441
2015-10-05,18,1261
2015-10-05,19,750
2015-10-05,20,438
2015-10-05,21,276
2015-10-05,22,167
2015-10-05,23,95
2015-10-06,0,44
2015-10-06,1,10
2015-10-06,2,6
2015-10-06,3,2
2015-10-06,4,9
2015-10-06,5,87
2015-10-06,6,318
2015-10-06,7,845
2015-10-06,8,1299
2015-10-06,9,552
2015-10-06,10,322
2015-10-06,11,353
2015-10-06,12,454
2015-10-06,13,455
2015-10-06,14,412
2015-10-06,15,480
2015-10-06,16,829
2015-10-06,17,1589
2015-10-06,18,1398
2015-10-06,19,839
2015-10-06,20,526
2015-10-06,21,353
2015-10-06,22,243
2015-10-06,23,126
2015-10-07,0,65
2015-10-07,1,21
2015-10-07,2,10
2015-10-07,3,4
2015-10-07,4,12
2015-10-07,5,103
2015-10-07,6,373
2015-10-07,7,941
2015-10-07,8,1286
2015-10-07,9,546
2015-10-07,10,316
2015-10-07,11,358
2015-10-07,12,469
2015-10-07,13,481
2015-10-07,14,369
2015-10-07,15,466
2015-10-07,16,831
2015-10-07,17,1506
2015-10-07,18,1348
2015-10-07,19,867
2015-10-07,20,572
2015-10-07,21,378
2015-10-07,22,259
2015-10-07,23,153
2015-10-08,0,49
2015-10-08,1,19
2015-10-08,2,13
2015-10-08,3,6
2015-10-08,4,4
2015-10-08,5,81
2015-10-08,6,280
2015-10-08,7,873
2015-10-08,8,1270
2015-10-08,9,545
2015-10-08,10,343
2015-10-08,11,414
2015-10-08,12,516
2015-10-08,13,489
2015-10-08,14,437
2015-10-08,15,493
2015-10-08,16,751
2015-10-08,17,1455
2015-10-08,18,1434
2015-10-08,19,776
2015-10-08,20,567
2015-10-08,21,424
2015-10-08,22,281
2015-10-08,23,191
2015-10-09,0,115
2015-10-09,1,53
2015-10-09,2,17
2015-10-09,3,10
2015-10-09,4,4
2015-10-09,5,74
2015-10-09,6,232
2015-10-09,7,727
2015-10-09,8,1133
2015-10-09,9,611
2015-10-09,10,415
2015-10-09,11,452
2015-10-09,12,646
2015-10-09,13,530
2015-10-09,14,529
2015-10-09,15,694
2015-10-09,16,915
2015-10-09,17,1326
2015-10-09,18,663
2015-10-09,19,362
2015-10-09,20,306
2015-10-09,21,277
2015-10-09,22,224
2015-10-09,23,186
2015-10-10,0,113
2015-10-10,1,92
2015-10-10,2,84
2015-10-10,3,31
2015-10-10,4,9
2015-10-10,5,16
2015-10-10,6,45
2015-10-10,7,109
2015-10-10,8,257
2015-10-10,9,455
2015-10-10,10,639
2015-10-10,11,795
2015-10-10,12,863
2015-10-10,13,842
2015-10-10,14,909
2015-10-10,15,928
2015-10-10,16,983
2015-10-10,17,881
2015-10-10,18,721
2015-10-10,19,513
2015-10-10,20,326
2015-10-10,21,261
2015-10-10,22,239
2015-10-10,23,158
2015-10-11,0,158
2015-10-11,1,97
2015-10-11,2,68
2015-10-11,3,42
2015-10-11,4,11
2015-10-11,5,21
2015-10-11,6,56
2015-10-11,7,77
2015-10-11,8,193
2015-10-11,9,350
2015-10-11,10,657
2015-10-11,11,793
2015-10-11,12,878
2015-10-11,13,914
2015-10-11,14,1034
2015-10-11,15,1001
2015-10-11,16,947
2015-10-11,17,969
2015-10-11,18,749
2015-10-11,19,524
2015-10-11,20,355
2015-10-11,21,274
2015-10-11,22,204
2015-10-11,23,119
2015-10-12,0,72
2015-10-12,1,35
2015-10-12,2,24
2015-10-12,3,11
2015-10-12,4,3
2015-10-12,5,48
2015-10-12,6,98
2015-10-12,7,320
2015-10-12,8,582
2015-10-12,9,436
2015-10-12,10,503
2015-10-12,11,597
2015-10-12,12,759
2015-10-12,13,790
2015-10-12,14,740
2015-10-12,15,760
2015-10-12,16,867
2015-10-12,17,1093
2015-10-12,18,1058
2015-10-12,19,675
2015-10-12,20,413
2015-10-12,21,322
2015-10-12,22,180
2015-10-12,23,109
2015-10-13,0,61
2015-10-13,1,21
2015-10-13,2,10
2015-10-13,3,2
2015-10-13,4,4
2015-10-13,5,81
2015-10-13,6,321
2015-10-13,7,862
2015-10-13,8,1190
2015-10-13,9,459
2015-10-13,10,297
2015-10-13,11,348
2015-10-13,12,461
2015-10-13,13,449
2015-10-13,14,384
2015-10-13,15,488
2015-10-13,16,734
2015-10-13,17,1512
2015-10-13,18,1076
2015-10-13,19,704
2015-10-13,20,515
2015-10-13,21,371
2015-10-13,22,238
2015-10-13,23,215
2015-10-14,0,73
2015-10-14,1,22
2015-10-14,2,17
2015-10-14,3,17
2015-10-14,4,12
2015-10-14,5,102
2015-10-14,6,351
2015-10-14,7,901
2015-10-14,8,1321
2015-10-14,9,546
2015-10-14,10,301
2015-10-14,11,347
2015-10-14,12,452
2015-10-14,13,412
2015-10-14,14,363
2015-10-14,15,516
2015-10-14,16,810
2015-10-14,17,1502
2015-10-14,18,1320
2015-10-14,19,801
2015-10-14,20,497
2015-10-14,21,349
2015-10-14,22,254
2015-10-14,23,120
2015-10-15,0,64
2015-10-15,1,17
2015-10-15,2,11
2015-10-15,3,9
2015-10-15,4,7
2015-10-15,5,78
2015-10-15,6,284
2015-10-15,7,827
2015-10-15,8,1292
2015-10-15,9,630
2015-10-15,10,321
2015-10-15,11,402
2015-10-15,12,512
2015-10-15,13,481
2015-10-15,14,417
2015-10-15,15,550
2015-10-15,16,823
2015-10-15,17,1405
2015-10-15,18,1264
2015-10-15,19,748
2015-10-15,20,540
2015-10-15,21,409
2015-10-15,22,243
2015-10-15,23,172
2015-10-16,0,76
2015-10-16,1,52
2015-10-16,2,19
2015-10-16,3,5
2015-10-16,4,6
2015-10-16,5,75
2015-10-16,6,233
2015-10-16,7,712
2015-10-16,8,1253
2015-10-16,9,587
2015-10-16,10,399
2015-10-16,11,467
2015-10-16,12,543
2015-10-16,13,578
2015-10-16,14,547
2015-10-16,15,584
2015-10-16,16,868
2015-10-16,17,1419
2015-10-16,18,1085
2015-10-16,19,601
2015-10-16,20,422
2015-10-16,21,308
2015-10-16,22,232
2015-10-16,23,192
2015-10-17,0,143
2015-10-17,1,108
2015-10-17,2,58
2015-10-17,3,34
2015-10-17,4,4
2015-10-17,5,9
2015-10-17,6,41
2015-10-17,7,123
2015-10-17,8,293
2015-10-17,9,454
2015-10-17,10,619
2015-10-17,11,709
2015-10-17,12,836
2015-10-17,13,811
2015-10-17,14,721
2015-10-17,15,853
2015-10-17,16,724
2015-10-17,17,633
2015-10-17,18,507
2015-10-17,19,344
2015-10-17,20,266
2015-10-17,21,188
2015-10-17,22,163
2015-10-17,23,141
2015-10-18,0,100
2015-10-18,1,67
2015-10-18,2,53
2015-10-18,3,20
2015-10-18,4,7
2015-10-18,5,10
2015-10-18,6,17
2015-10-18,7,62
2015-10-18,8,160
2015-10-18,9,319
2015-10-18,10,511
2015-10-18,11,639
2015-10-18,12,673
2015-10-18,13,634
2015-10-18,14,570
2015-10-18,15,617
2015-10-18,16,632
2015-10-18,17,508
2015-10-18,18,471
2015-10-18,19,321
2015-10-18,20,206
2015-10-18,21,185
2015-10-18,22,138
2015-10-18,23,58
2015-10-19,0,26
2015-10-19,1,13
2015-10-19,2,12
2015-10-19,3,4
2015-10-19,4,7
2015-10-19,5,52
2015-10-19,6,200
2015-10-19,7,654
2015-10-19,8,1073
2015-10-19,9,509
2015-10-19,10,244
2015-10-19,11,296
2015-10-19,12,391
2015-10-19,13,354
2015-10-19,14,336
2015-10-19,15,407
2015-10-19,16,653
2015-10-19,17,1258
2015-10-19,18,1093
2015-10-19,19,583
2015-10-19,20,384
2015-10-19,21,253
2015-10-19,22,184
2015-10-19,23,88
2015-10-20,0,32
2015-10-20,1,14
2015-10-20,2,8
2015-10-20,3,3
2015-10-20,4,9
2015-10-20,5,73
2015-10-20,6,262
2015-10-20,7,767
2015-10-20,8,1197
2015-10-20,9,502
2015-10-20,10,260
2015-10-20,11,278
2015-10-20,12,376
2015-10-20,13,366
2015-10-20,14,353
2015-10-20,15,440
2015-10-20,16,734
2015-10-20,17,1451
2015-10-20,18,1171
2015-10-20,19,686
2015-10-20,20,428
2015-10-20,21,307
2015-10-20,22,204
2015-10-20,23,115
2015-10-21,0,53
2015-10-21,1,21
2015-10-21,2,5
2015-10-21,3,12
2015-10-21,4,6
2015-10-21,5,106
2015-10-21,6,281
2015-10-21,7,789
2015-10-21,8,1245
2015-10-21,9,517
2015-10-21,10,289
2015-10-21,11,304
2015-10-21,12,419
2015-10-21,13,395
2015-10-21,14,375
2015-10-21,15,443
2015-10-21,16,792
2015-10-21,17,1443
2015-10-21,18,1216
2015-10-21,19,737
2015-10-21,20,536
2015-10-21,21,367
2015-10-21,22,216
2015-10-21,23,111
2015-10-22,0,59
2015-10-22,1,19
2015-10-22,2,12
2015-10-22,3,5
2015-10-22,4,8
2015-10-22,5,71
2015-10-22,6,272
2015-10-22,7,781
2015-10-22,8,1218
2015-10-22,9,583
2015-10-22,10,323
2015-10-22,11,408
2015-10-22,12,501
2015-10-22,13,485
2015-10-22,14,479
2015-10-22,15,508
2015-10-22,16,820
2015-10-22,17,1446
2015-10-22,18,1269
2015-10-22,19,738
2015-10-22,20,523
2015-10-22,21,362
2015-10-22,22,261
2015-10-22,23,136
2015-10-23,0,86
2015-10-23,1,42
2015-10-23,2,21
2015-10-23,3,9
2015-10-23,4,6
2015-10-23,5,51
2015-10-23,6,226
2015-10-23,7,733
2015-10-23,8,1151
2015-10-23,9,585
2015-10-23,10,379
2015-10-23,11,437
2015-10-23,12,602
2015-10-23,13,617
2015-10-23,14,609
2015-10-23,15,698
2015-10-23,16,930
2015-10-23,17,1397
2015-10-23,18,1066
2015-10-23,19,617
2015-10-23,20,420
2015-10-23,21,311
2015-10-23,22,284
2015-10-23,23,193
2015-10-24,0,117
2015-10-24,1,93
2015-10-24,2,63
2015-10-24,3,28
2015-10-24,4,7
2015-10-24,5,11
2015-10-24,6,40
2015-10-24,7,110
2015-10-24,8,305
2015-10-24,9,428
2015-10-24,10,622
2015-10-24,11,755
2015-10-24,12,884
2015-10-24,13,833
2015-10-24,14,866
2015-10-24,15,868
2015-10-24,16,847
2015-10-24,17,774
2015-10-24,18,620
2015-10-24,19,440
2015-10-24,20,293
2015-10-24,21,263
2015-10-24,22,268
2015-10-24,23,195
2015-10-25,0,126
2015-10-25,1,108
2015-10-25,2,61
2015-10-25,3,29
2015-10-25,4,5
2015-10-25,5,27
2015-10-25,6,52
2015-10-25,7,83
2015-10-25,8,184
2015-10-25,9,292
2015-10-25,10,498
2015-10-25,11,609
2015-10-25,12,773
2015-10-25,13,764
2015-10-25,14,845
2015-10-25,15,761
2015-10-25,16,821
2015-10-25,17,747
2015-10-25,18,621
2015-10-25,19,408
2015-10-25,20,302
2015-10-25,21,232
2015-10-25,22,151
2015-10-25,23,88
2015-10-26,0,43
2015-10-26,1,9
2015-10-26,2,7
2015-10-26,3,5
2015-10-26,4,6
2015-10-26,5,66
2015-10-26,6,244
2015-10-26,7,709
2015-10-26,8,1089
2015-10-26,9,550
2015-10-26,10,275
2015-10-26,11,371
2015-10-26,12,448
2015-10-26,13,471
2015-10-26,14,367
2015-10-26,15,501
2015-10-26,16,786
2015-10-26,17,1428
2015-10-26,18,1080
2015-10-26,19,651
2015-10-26,20,359
2015-10-26,21,264
2015-10-26,22,176
2015-10-26,23,68
2015-10-27,0,29
2015-10-27,1,19
2015-10-27,2,4
2015-10-27,3,0
2015-10-27,4,8
2015-10-27,5,73
2015-10-27,6,287
2015-10-27,7,797
2015-10-27,8,1220
2015-10-27,9,527
2015-10-27,10,282
2015-10-27,11,305
2015-10-27,12,395
2015-10-27,13,374
2015-10-27,14,363
2015-10-27,15,410
2015-10-27,16,663
2015-10-27,17,1314
2015-10-27,18,1005
2015-10-27,19,637
2015-10-27,20,447
2015-10-27,21,334
2015-10-27,22,191
2015-10-27,23,113
2015-10-28,0,31
2015-10-28,1,21
2015-10-28,2,5
2015-10-28,3,3
2015-10-28,4,5
2015-10-28,5,71
2015-10-28,6,207
2015-10-28,7,577
2015-10-28,8,708
2015-10-28,9,376
2015-10-28,10,149
2015-10-28,11,57
2015-10-28,12,99
2015-10-28,13,90
2015-10-28,14,138
2015-10-28,15,139
2015-10-28,16,283
2015-10-28,17,437
2015-10-28,18,596
2015-10-28,19,289
2015-10-28,20,295
2015-10-28,21,247
2015-10-28,22,238
2015-10-28,23,118
2015-10-29,0,38
2015-10-29,1,11
2015-10-29,2,6
2015-10-29,3,6
2015-10-29,4,5
2015-10-29,5,60
2015-10-29,6,255
2015-10-29,7,793
2015-10-29,8,1146
2015-10-29,9,497
2015-10-29,10,277
2015-10-29,11,357
2015-10-29,12,459
2015-10-29,13,416
2015-10-29,14,390
2015-10-29,15,491
2015-10-29,16,719
2015-10-29,17,1447
2015-10-29,18,1159
2015-10-29,19,745
2015-10-29,20,532
2015-10-29,21,358
2015-10-29,22,272
2015-10-29,23,193
2015-10-30,0,65
2015-10-30,1,30
2015-10-30,2,20
2015-10-30,3,3
